frame_id, steering_angle
1479425441182877835,-0.0308843
1479425441232704425,-0.0273537
1479425441282730750,-0.0172613
1479425441332806714,-0.0431169
1479425441382790272,-0.0612496
1479425441432724303,-0.0753995
1479425441482746958,-0.0653948
1479425441532802506,-0.0281062
1479425441582725165,-0.00544012
1479425441632720892,-0.00225139
1479425441682732948,-0.0453565
1479425441732800574,-0.0607099
1479425441782737331,-0.0398868
1479425441832816004,-0.0308853
1479425441882830087,-0.0243127
1479425441932849879,-0.0373583
1479425441982783223,-0.0340008
1479425442032874172,-0.0821095
1479425442082758552,-0.0580409
1479425442132852121,-0.0173921
1479425442182761838,-0.0429509
1479425442232828524,-0.0328344
1479425442282862682,-0.0510443
1479425442332893792,0.0186511
1479425442382858459,-0.0681493
1479425442432797491,-0.0674267
1479425442482899263,-0.0784139
1479425442532771570,-0.0959755
1479425442582809345,-0.111946
1479425442632821093,-0.0915374
1479425442682747552,-0.040657
1479425442732806572,-0.0170054
1479425442782862182,-0.00726006
1479425442832833025,-0.0212195
1479425442882822631,-0.0387576
1479425442932809867,-0.0407077
1479425442982805056,-0.0827636
1479425443032823520,-0.0890338
1479425443082812203,-0.0886046
1479425443132827444,0.00954495
1479425443182854411,0.0100145
1479425443232861030,0.000943849
1479425443282879357,0.00317075
1479425443332896491,0.0209796
1479425443382879593,-0.0100247
1479425443432903742,-0.0489281
1479425443483016593,0.00124939
1479425443533017775,-0.00990455
1479425443582977575,0.0157248
1479425443632945821,0.0165348
1479425443682982187,-0.0100886
1479425443732869219,-0.0023212
1479425443782898808,0.0260329
1479425443833012205,-0.0135468
1479425443882914607,-0.0159298
1479425443933132143,-0.0121567
1479425443983182782,0.0113055
1479425444033115695,-0.0367231
1479425444083198332,-0.0346562
1479425444133127546,-0.0425421
1479425444183146275,-0.0595671
1479425444233201168,-0.0764887
1479425444283138737,-0.0757089
1479425444333229360,-0.0548602
1479425444383185181,-0.0285627
1479425444434593057,-0.0292593
1479425444483190972,-0.045483
1479425444533172421,-0.0461099
1479425444583259948,-0.0349599
1479425444633286162,-0.0373615
1479425444683294213,-0.0260976
1479425444733253036,-0.0524507
1479425444783291032,-0.058531
1479425444833288592,-0.0614705
1479425444883283220,-0.0657998
1479425444933328937,-0.0674345
1479425444983260437,-0.055561
1479425445033271766,-0.0597259
1479425445083281310,-0.0704189
1479425445133336475,-0.0739152
1479425445183328558,-0.0766077
1479425445233404698,-0.0722229
1479425445283448582,-0.0701068
1479425445333367499,-0.0684708
1479425445383326348,-0.0612033
1479425445433499090,-0.0560056
1479425445483382125,-0.0517862
1479425445533489877,-0.0571863
1479425445583437918,-0.0527013
1479425445633423016,-0.0509369
1479425445683329266,-0.0458422
1479425445733403939,-0.052003
1479425445783307622,-0.0401608
1479425445833353168,-0.0256164
1479425445883484127,-0.0238719
1479425445933390665,-0.0241958
1479425445983503068,-0.025461
1479425446033440044,-0.0241246
1479425446083426096,-0.0360168
1479425446133410346,-0.0132684
1479425446183468695,0.00045615
1479425446233463132,-0.000638182
1479425446283447100,-0.0120788
1479425446333431175,-0.00913576
1479425446383424337,-0.010207
1479425446433457370,-0.00206427
1479425446483371405,-0.00439512
1479425446533500137,-0.00583961
1479425446583477115,-0.0155355
1479425446633522506,-0.0244238
1479425446683589238,-0.017721
1479425446733573761,-0.0157541
1479425446783611898,-0.0124122
1479425446833546046,-0.0108507
1479425446883533208,-0.0019649
1479425446933547800,-7.90432e-05
1479425446983608400,-0.00240871
1479425447033578750,-0.00916218
1479425447083596868,-0.00892984
1479425447133467484,0.00075527
1479425447183549871,0.00459034
1479425447233486454,0.00524185
1479425447283725051,-0.00497257
1479425447333693598,-0.010099
1479425447383620607,-0.00593151
1479425447433621760,-0.00475405
1479425447483674337,-0.00097944
1479425447533663020,-0.00226927
1479425447583646955,0.00413971
1479425447633645468,-0.00113173
1479425447683675176,-0.00846367
1479425447733726775,0.00246684
1479425447783780269,0.00279636
1479425447833680291,0.00403466
1479425447883694922,0.0029754
1479425447933701813,-0.000266761
1479425447983829975,-0.00754232
1479425448033742629,-0.0120619
1479425448083725825,-0.0106363
1479425448133784412,-0.0128982
1479425448183782273,-0.0208627
1479425448233780330,-0.00474548
1479425448283749801,-0.0104126
1479425448333826064,0.00269049
1479425448383792183,-0.0135655
1479425448433778649,0.00407524
1479425448483793143,0.00919521
1479425448533885890,0.00187061
1479425448583862227,0.00422596
1479425448633847925,0.00437926
1479425448683822662,0.00707295
1479425448733882312,0.00802093
1479425448783845387,0.00676852
1479425448833950015,-0.00501367
1479425448883924440,0.00101624
1479425448933879663,0.00448339
1479425448983876216,0.00613373
1479425449034016614,0.00607842
1479425449083989539,0.000661441
1479425449134003281,-0.00120209
1479425449183978806,-0.0107388
1479425449233996144,-0.0121166
1479425449283962329,-0.0109817
1479425449333971165,0.013285
1479425449383983954,-0.00117853
1479425449434025534,0.00524572
1479425449483987552,0.00774457
1479425449534040093,-0.00225503
1479425449584053959,0.0118109
1479425449634016171,-0.00969983
1479425449684123260,0.00264253
1479425449734027001,0.00117483
1479425449784082050,0.00712431
1479425449834134569,0.0255578
1479425449884087282,0.0179342
1479425449934088214,0.00981617
1479425449984134982,0.00579169
1479425450034140940,0.0044002
1479425450084078501,0.00673489
1479425450134193600,0.00529964
1479425450184172865,0.00573759
1479425450234144378,0.00647914
1479425450284149775,0.000105894
1479425450334262000,0.00393753
1479425450384178750,0.0038432
1479425450434161961,0.00439562
1479425450484147791,0.00379579
1479425450534184818,0.00287756
1479425450584162450,0.00405076
1479425450634258305,0.00465483
1479425450684227110,0.00154975
1479425450734209984,0.00226716
1479425450784248908,-0.00374564
1479425450834260421,-0.00018681
1479425450884230583,-0.000913035
1479425450934345661,0.0066733
1479425450984309065,0.00411006
1479425451034286630,0.00276963
1479425451084317905,0.000866271
1479425451134304083,0.00395851
1479425451184289528,0.00109745
1479425451234414501,0.00541231
1479425451284350407,-0.0112448
1479425451334284259,-0.00243308
1479425451384384161,-0.0103495
1479425451434326964,0.00136708
1479425451484368953,0.0109313
1479425451534399242,0.0230963
1479425451584434387,0.0238975
1479425451634350263,0.00757934
1479425451684382956,0.00950753
1479425451734356975,0.0300755
1479425451784399230,0.0588207
1479425451834383177,0.0674798
1479425451884425416,0.0697967
1479425451934441674,0.0587013
1479425451984403693,0.0696435
1479425452034457721,0.0747537
1479425452084417312,0.0750885
1479425452134520843,0.0586086
1479425452184466002,0.0589991
1479425452234335175,0.0441114
1479425452284375611,0.0657033
1479425452334564662,0.0459974
1479425452384627152,0.045163
1479425452434545378,0.0500277
1479425452484609213,0.0471461
1479425452534553900,0.0148046
1479425452584569515,0.0263392
1479425452634553611,0.0341855
1479425452684562980,0.0356764
