frame_id,steering_angle
1479425441182877835,0.0400376
1479425441232704425,0.0213908
1479425441282730750,0.02956
1479425441332806714,0.0166004
1479425441382790272,-0.0133539
1479425441432724303,0.0273949
1479425441482746958,0.0311842
1479425441532802506,0.0513002
1479425441582725165,0.0418184
1479425441632720892,0.0371577
1479425441682732948,0.0285006
1479425441732800574,0.0320055
1479425441782737331,0.0237762
1479425441832816004,0.0410737
1479425441882830087,0.0197179
1479425441932849879,-0.020308
1479425441982783223,0.0336208
1479425442032874172,0.0193026
1479425442082758552,0.0222392
1479425442132852121,0.0190307
1479425442182761838,0.0210894
1479425442232828524,-0.0967375
1479425442282862682,0.00776997
1479425442332893792,0.0325896
1479425442382858459,0.0329571
1479425442432797491,0.0209803
1479425442482899263,0.0502241
1479425442532771570,0.0290525
1479425442582809345,-0.0737307
1479425442632821093,-0.0899841
1479425442682747552,0.0303042
1479425442732806572,0.0362974
1479425442782862182,0.0542625
1479425442832833025,0.0612368
1479425442882822631,0.0651028
1479425442932809867,0.0786902
1479425442982805056,0.0835023
1479425443032823520,0.0780595
1479425443082812203,0.0809984
1479425443132827444,0.110709
1479425443182854411,0.0585008
1479425443232861030,0.0398834
1479425443282879357,-0.0626942
1479425443332896491,-0.0919615
1479425443382879593,-0.0253063
1479425443432903742,-0.0656847
1479425443483016593,-0.0514454
1479425443533017775,0.0295015
1479425443582977575,0.00639514
1479425443632945821,-0.00478547
1479425443682982187,0.0269137
1479425443732869219,-0.0441492
1479425443782898808,0.0405298
1479425443833012205,0.0393616
1479425443882914607,-0.0704531
1479425443933132143,-0.0238517
1479425443983182782,0.0180703
1479425444033115695,-0.0185561
1479425444083198332,-0.037204
1479425444133127546,-0.0526595
1479425444183146275,-0.0460983
1479425444233201168,-0.0323503
1479425444283138737,0.0187816
1479425444333229360,0.0324864
1479425444383185181,0.0366892
1479425444434593057,-0.041347
1479425444483190972,-0.0500038
1479425444533172421,-0.0469907
1479425444583259948,-0.0362703
1479425444633286162,-0.0109067
1479425444683294213,0.0028791
1479425444733253036,-0.0178539
1479425444783291032,-0.0478824
1479425444833288592,-0.0521943
1479425444883283220,-0.0562489
1479425444933328937,-0.0514635
1479425444983260437,-0.0547827
1479425445033271766,-0.0563532
1479425445083281310,-0.0539949
1479425445133336475,-0.0553811
1479425445183328558,-0.0596012
1479425445233404698,-0.0729906
1479425445283448582,-0.0766146
1479425445333367499,-0.0686333
1479425445383326348,-0.0611612
1479425445433499090,-0.0655772
1479425445483382125,-0.0606902
1479425445533489877,-0.0591024
1479425445583437918,-0.052149
1479425445633423016,-0.0477734
1479425445683329266,-0.056576
1479425445733403939,-0.0588488
1479425445783307622,-0.054334
1479425445833353168,-0.0483014
1479425445883484127,-0.0319566
1479425445933390665,-0.0401082
1479425445983503068,-0.0353776
1479425446033440044,-0.0278681
1479425446083426096,-0.0131199
1479425446133410346,-0.0164132
1479425446183468695,-0.00933342
1479425446233463132,0.0223592
1479425446283447100,-0.0129427
1479425446333431175,-0.0149579
1479425446383424337,-0.00716966
1479425446433457370,0.0293289
1479425446483371405,0.0223354
1479425446533500137,0.0398574
1479425446583477115,0.0316032
1479425446633522506,0.0274912
1479425446683589238,0.0192306
1479425446733573761,0.0319325
1479425446783611898,0.0336242
1479425446833546046,0.032436
1479425446883533208,0.0285004
1479425446933547800,0.0306974
1479425446983608400,0.0349163
1479425447033578750,0.0335977
1479425447083596868,0.0328034
1479425447133467484,0.0339821
1479425447183549871,0.0380769
1479425447233486454,0.0378973
1479425447283725051,0.0423159
1479425447333693598,0.0382368
1479425447383620607,0.042752
1479425447433621760,0.0369715
1479425447483674337,0.0361154
1479425447533663020,0.0580383
1479425447583646955,0.0452943
1479425447633645468,0.0359966
1479425447683675176,0.0290024
1479425447733726775,-0.00706182
1479425447783780269,-0.0326817
1479425447833680291,-0.02586
1479425447883694922,0.00113087
1479425447933701813,0.00107767
1479425447983829975,0.0014202
1479425448033742629,0.00323594
1479425448083725825,-0.0105065
1479425448133784412,-0.00156623
1479425448183782273,-0.00730686
1479425448233780330,0.043167
1479425448283749801,0.0406379
1479425448333826064,0.0280924
1479425448383792183,0.0392089
1479425448433778649,0.0630479
1479425448483793143,0.0447654
1479425448533885890,0.0406743
1479425448583862227,0.00313267
1479425448633847925,0.031327
1479425448683822662,0.0419073
