frame_id,steering_angle
1479425441182877835,-0.00325568113476
1479425441232704425,-0.0105116497725
1479425441282730750,-0.0186630710959
1479425441332806714,-0.0215312000364
1479425441382790272,-0.0203343685716
1479425441432724303,-0.017812775448
1479425441482746958,-0.0174800604582
1479425441532802506,-0.0120638646185
1479425441582725165,-0.0207405239344
1479425441632720892,-0.0278908833861
1479425441682732948,-0.0238091088831
1479425441732800574,-0.0264215283096
1479425441782737331,-0.0816438049078
1479425441832816004,-0.0779113769531
1479425441882830087,-0.0266917385161
1479425441932849879,-0.0790337175131
1479425441982783223,-0.0753223598003
1479425442032874172,-0.0293088369071
1479425442082758552,-0.0407797805965
1479425442132852121,-0.0396363288164
1479425442182761838,-0.0782034546137
1479425442232828524,-0.144085481763
1479425442282862682,-0.162764728069
1479425442332893792,-0.0958053693175
1479425442382858459,-0.0242479741573
1479425442432797491,-0.0238733030856
1479425442482899263,-0.0244178567082
1479425442532771570,-0.0201954469085
1479425442582809345,-0.0217824224383
1479425442632821093,-0.0950955823064
1479425442682747552,-0.0916697531939
1479425442732806572,-0.0152791831642
1479425442782862182,-0.00654793716967
1479425442832833025,-0.0033073592931
1479425442882822631,0.00137385120615
1479425442932809867,0.0213029496372
1479425442982805056,0.0338522680104
1479425443032823520,0.0332301668823
1479425443082812203,0.0363664664328
1479425443132827444,0.0473750829697
1479425443182854411,0.0325121730566
1479425443232861030,0.00223751203157
1479425443282879357,-0.0343911796808
1479425443332896491,-0.076064914465
1479425443382879593,-0.058903798461
1479425443432903742,-0.0368605107069
1479425443483016593,-0.0357065200806
1479425443533017775,-0.0209320932627
1479425443582977575,-0.017124267295
1479425443632945821,-0.0208152495325
1479425443682982187,-0.0224497504532
1479425443732869219,-0.0454910472035
1479425443782898808,-0.0399900227785
1479425443833012205,-0.00979787483811
1479425443882914607,-0.0472967885435
1479425443933132143,-0.0742069929838
1479425443983182782,-0.0700710862875
1479425444033115695,-0.0537703745067
1479425444083198332,-0.025886144489
1479425444133127546,-0.020189287141
1479425444183146275,-0.0221705920994
1479425444233201168,-0.0251222383231
1479425444283138737,-0.0254523642361
1479425444333229360,-0.0245899427682
1479425444383185181,-0.0195445343852
1479425444434593057,-0.0206045918167
1479425444483190972,-0.0484254807234
1479425444533172421,-0.0747693926096
1479425444583259948,-0.0549139007926
1479425444633286162,-0.0217463076115
1479425444683294213,-0.010981596075
1479425444733253036,-0.0168140120804
1479425444783291032,-0.0254665128887
1479425444833288592,-0.0433219410479
1479425444883283220,-0.0795742273331
