frame_id,steering_angle
1479425441182877835,-0.00312247
1479425441232704425,-0.0145748
1479425441282730750,-0.0123574
1479425441332806714,-0.0112319
1479425441382790272,-0.00405498
1479425441432724303,-0.00817728
1479425441482746958,-0.0131666
1479425441532802506,-0.0220942
1479425441582725165,-0.00816571
1479425441632720892,-0.0109818
1479425441682732948,-0.0159087
1479425441732800574,-0.0667616
1479425441782737331,-0.0761762
1479425441832816004,-0.0150044
1479425441882830087,-0.0220075
1479425441932849879,-0.00815334
1479425441982783223,-0.0894009
1479425442032874172,-0.129654
1479425442082758552,-0.103472
1479425442132852121,-0.0836796
1479425442182761838,-0.155478
1479425442232828524,-0.147488
1479425442282862682,-0.176225
1479425442332893792,-0.00211567
1479425442382858459,-0.0723322
1479425442432797491,-0.160253
1479425442482899263,-0.100417
1479425442532771570,-0.00134242
1479425442582809345,-0.0884438
1479425442632821093,-0.0535833
1479425442682747552,-0.0120254
1479425442732806572,-0.0154991
1479425442782862182,-0.0405429
1479425442832833025,-0.00262617
1479425442882822631,-0.00220944
1479425442932809867,-0.00104404
1479425442982805056,-0.000834956
1479425443032823520,-0.00215202
1479425443082812203,0.00221616
1479425443132827444,0.027958
1479425443182854411,-0.00478839
1479425443232861030,-0.00431703
1479425443282879357,-0.0278666
1479425443332896491,-0.0610597
1479425443382879593,-0.0480634
1479425443432903742,-0.0682849
1479425443483016593,-0.0668171
1479425443533017775,-0.00806027
1479425443582977575,-0.0217201
1479425443632945821,-0.0964353
1479425443682982187,-0.023395
1479425443732869219,-0.0962573
1479425443782898808,-0.0070416
1479425443833012205,-0.011958
1479425443882914607,-0.11699
1479425443933132143,-0.103725
1479425443983182782,-0.130785
1479425444033115695,-0.037746
1479425444083198332,-0.081572
1479425444133127546,-0.0868622
1479425444183146275,-0.120705
1479425444233201168,-0.117642
1479425444283138737,-0.113969
1479425444333229360,-0.113997
1479425444383185181,-0.0331559
1479425444434593057,-0.0900582
1479425444483190972,-0.0820945
1479425444533172421,-0.109868
1479425444583259948,-0.0770921
1479425444633286162,-0.0152038
1479425444683294213,-0.0111497
1479425444733253036,-0.0177232
1479425444783291032,-0.0585159
1479425444833288592,-0.0915506
1479425444883283220,-0.0977068
1479425444933328937,-0.10175
1479425444983260437,-0.102137
1479425445033271766,-0.100809
1479425445083281310,-0.101215
1479425445133336475,-0.0992564
1479425445183328558,-0.100167
1479425445233404698,-0.111939
1479425445283448582,-0.127418
1479425445333367499,-0.118359
1479425445383326348,-0.109691
1479425445433499090,-0.104721
1479425445483382125,-0.103545
1479425445533489877,-0.103052
1479425445583437918,-0.102014
1479425445633423016,-0.0933667
1479425445683329266,-0.100701
1479425445733403939,-0.106374
1479425445783307622,-0.0947206
1479425445833353168,-0.101569
1479425445883484127,-0.0899229
1479425445933390665,-0.103126
1479425445983503068,-0.0983315
1479425446033440044,-0.092926
1479425446083426096,-0.0774062
1479425446133410346,-0.0768595
1479425446183468695,-0.0610502
1479425446233463132,-0.0521702
1479425446283447100,-0.0654446
1479425446333431175,-0.0580147
1479425446383424337,-0.0626093
1479425446433457370,-0.0366559
1479425446483371405,-0.0495521
1479425446533500137,-0.0154103
1479425446583477115,-0.0131694
1479425446633522506,-0.0179264
1479425446683589238,-0.0185696
1479425446733573761,-0.016575
1479425446783611898,-0.0174189
1479425446833546046,-0.0135162
1479425446883533208,-0.0157755
1479425446933547800,-0.0199092
1479425446983608400,-0.0175731
1479425447033578750,-0.0317269
1479425447083596868,-0.0394645
1479425447133467484,-0.0403365
1479425447183549871,-0.0268373
1479425447233486454,-0.0187362
1479425447283725051,-0.0141291
1479425447333693598,-0.0224302
1479425447383620607,-0.00997358
1479425447433621760,-0.0100498
1479425447483674337,-0.0094799
1479425447533663020,-0.011152
1479425447583646955,-0.00944532
1479425447633645468,-0.0208098
1479425447683675176,-0.0711768
1479425447733726775,-0.0902152
1479425447783780269,-0.0990792
1479425447833680291,-0.0868847
1479425447883694922,-0.00709775
1479425447933701813,-0.0122823
1479425447983829975,-0.0440289
1479425448033742629,-0.0294935
1479425448083725825,-0.0191532
1479425448133784412,-0.0514789
1479425448183782273,-0.0369215
1479425448233780330,-0.017643
1479425448283749801,-0.0142932
1479425448333826064,-0.0185475
1479425448383792183,-0.0123943
1479425448433778649,-0.0111764
1479425448483793143,-0.0143145
1479425448533885890,-0.0207539
1479425448583862227,-0.0198516
1479425448633847925,-0.0191582
1479425448683822662,-0.0132652
1479425448733882312,-0.0109102
1479425448783845387,-0.0138013
1479425448833950015,-0.0159885
1479425448883924440,-0.0180337
1479425448933879663,-0.0232384
1479425448983876216,-0.0183908
1479425449034016614,-0.0160193
1479425449083989539,-0.013731
1479425449134003281,-0.0125258
1479425449183978806,-0.0121771
1479425449233996144,-0.0114283
1479425449283962329,-0.00604629
1479425449333971165,-0.00797854
1479425449383983954,-0.00624937
1479425449434025534,-0.00434189
1479425449483987552,-0.00781656
1479425449534040093,-0.00230316
1479425449584053959,-0.00532944
1479425449634016171,-0.00772901
1479425449684123260,-0.00561214
1479425449734027001,-0.00739531
1479425449784082050,-0.00649391
1479425449834134569,-0.00123729
1479425449884087282,-0.00661435
1479425449934088214,-0.00691059
1479425449984134982,-0.00863502
1479425450034140940,-0.0110723
1479425450084078501,-0.0113088
1479425450134193600,-0.0128298
1479425450184172865,-0.0109176
1479425450234144378,-0.00974012
1479425450284149775,-0.0110837
1479425450334262000,-0.0102474
1479425450384178750,-0.0111367
1479425450434161961,-0.0141842
1479425450484147791,-0.0147929
1479425450534184818,-0.0146161
1479425450584162450,-0.0140259
1479425450634258305,-0.0156361
1479425450684227110,-0.0152253
1479425450734209984,-0.0157319
1479425450784248908,-0.0169526
1479425450834260421,-0.0175296
1479425450884230583,-0.0232432
1479425450934345661,-0.0215928
1479425450984309065,-0.0146297
1479425451034286630,-0.0139231
1479425451084317905,-0.0155728
1479425451134304083,-0.0233341
1479425451184289528,-0.02231
1479425451234414501,-0.0287778
1479425451284350407,-0.0318114
1479425451334284259,-0.0184621
1479425451384384161,-0.00761339
1479425451434326964,-0.0151167
1479425451484368953,-0.00509419
1479425451534399242,-0.000956118
1479425451584434387,-0.00107129
1479425451634350263,-0.000531181
1479425451684382956,-0.00251096
1479425451734356975,0.00042336
1479425451784399230,0.000216192
1479425451834383177,0.00855056
1479425451884425416,0.0424957
1479425451934441674,0.0190499
1479425451984403693,0.00278135
1479425452034457721,0.0706084
1479425452084417312,-0.00168619
1479425452134520843,-3.10671e-05
1479425452184466002,0.0735124
1479425452234335175,0.13019
1479425452284375611,0.161848
1479425452334564662,-0.0840445
1479425452384627152,-0.0986334
1479425452434545378,0.138422
1479425452484609213,0.0880993
1479425452534553900,0.0875067
1479425452584569515,0.0511776
1479425452634553611,0.0220317
1479425452684562980,0.0111255
1479425452734636836,0.0279912
1479425452784608361,-0.00178064
1479425452834609980,0.0519891
1479425452884611953,0.0790814
1479425452934601849,0.0767407
1479425452984630588,0.169367
1479425453034674381,0.00458933
1479425453084683167,-0.00157841
1479425453134711461,0.197091
1479425453184665706,-0.0222356
1479425453234723205,-0.0903289
1479425453284690109,-0.100194
1479425453334712197,-0.00546323
1479425453384695179,-0.0559126
1479425453434771997,-0.127057
1479425453484719139,-0.0788259
1479425453534887926,-0.123198
1479425453584746259,-0.147094
1479425453634743110,-0.0112871
1479425453684792122,-0.0636564
1479425453734799602,-0.000446977
1479425453784765115,-0.0343305
1479425453834837075,-0.2286
1479425453884781104,-0.101022
1479425453934842652,-0.171441
1479425453984831513,-0.209354
1479425454034831660,-0.107086
1479425454084836219,-0.123429
1479425454134878742,-0.114592
1479425454184883542,-0.169361
1479425454234889377,-0.114753
1479425454284867819,-0.0618032
1479425454334887035,-0.00227494
1479425454384960133,-0.00118641
1479425454434866999,-0.00268477
1479425454484877099,-0.00288141
1479425454534965755,-0.00740661
1479425454584960425,-0.00708946
1479425454634985147,-0.00296647
1479425454684962544,-0.00693112
1479425454734974049,-0.000243331
1479425454784969623,-0.0840303
1479425454834992068,-0.00999618
1479425454885024662,-0.0844902
1479425454935000744,-0.0549149
1479425454985024030,-0.0245311
1479425455034974159,-0.0135876
1479425455084988816,-0.0159124
1479425455135196249,-0.0102032
1479425455185043601,0.154357
1479425455235022567,0.210869
1479425455285050614,-0.00609021
1479425455335094080,-0.0326235
1479425455385076496,-0.0278957
1479425455435061538,-0.108372
1479425455485082736,-0.0956972
1479425455535127618,-0.0908307
1479425455585094908,-0.0831121
1479425455635124585,-0.101841
1479425455685131513,-0.052314
1479425455735105758,-0.012929
1479425455785133934,-0.00731221
1479425455835194894,-0.0215116
1479425455885189938,-0.0380241
1479425455935224714,-0.0394902
1479425455985211822,-0.0473907
1479425456035194304,-0.0117672
1479425456085192347,-0.0137094
