frame_id, steering_angle
1479425441182877835,0.119519
1479425441232704425,0.113123
1479425441282730750,0.099869
1479425441332806714,0.0845796
1479425441382790272,0.102596
1479425441432724303,0.109702
1479425441482746958,0.0949589
1479425441532802506,0.0834083
1479425441582725165,0.085925
1479425441632720892,0.0980378
1479425441682732948,0.0938773
1479425441732800574,0.0882515
1479425441782737331,0.0897908
1479425441832816004,0.0977881
1479425441882830087,0.102099
1479425441932849879,0.0992808
1479425441982783223,0.0452077
1479425442032874172,0.048394
1479425442082758552,0.0205394
1479425442132852121,-0.0208875
1479425442182761838,0.0412215
1479425442232828524,0.0517723
1479425442282862682,0.056923
1479425442332893792,0.0471569
1479425442382858459,-0.00876506
1479425442432797491,-0.0121862
1479425442482899263,-0.0117598
1479425442532771570,-0.0598938
1479425442582809345,-0.0721906
1479425442632821093,0.0798351
1479425442682747552,-0.0301323
1479425442732806572,-0.0510766
1479425442782862182,-0.052787
1479425442832833025,-0.077733
1479425442882822631,-0.0803622
1479425442932809867,-0.045913
1479425442982805056,0.043708
1479425443032823520,-0.00826126
1479425443082812203,-0.0638629
1479425443132827444,0.0410905
1479425443182854411,-0.0848671
1479425443232861030,-0.079738
1479425443282879357,-0.0320998
1479425443332896491,-0.0284375
1479425443382879593,0.0314707
1479425443432903742,0.00113728
1479425443483016593,-0.0525831
1479425443533017775,-0.0239017
1479425443582977575,0.0447931
1479425443632945821,0.0837305
1479425443682982187,0.0446909
1479425443732869219,-0.0755155
1479425443782898808,-0.0380787
1479425443833012205,0.0558583
1479425443882914607,-0.0513711
1479425443933132143,0.0105347
1479425443983182782,0.0929028
1479425444033115695,-0.0264364
1479425444083198332,-0.0790754
1479425444133127546,-0.0350312
1479425444183146275,-0.0945207
1479425444233201168,-0.0820578
1479425444283138737,-0.0980496
1479425444333229360,-0.104093
1479425444383185181,-0.0473718
1479425444434593057,0.0882505
1479425444483190972,0.0926901
1479425444533172421,0.0652366
1479425444583259948,-0.0848248
1479425444633286162,-0.00618534
1479425444683294213,0.0258528
1479425444733253036,0.0700551
1479425444783291032,0.0576181
1479425444833288592,-0.00392586
1479425444883283220,0.0358096
1479425444933328937,0.0628504
1479425444983260437,0.0726549
1479425445033271766,0.0596056
1479425445083281310,0.0699112
1479425445133336475,0.070968
1479425445183328558,0.0664668
